name,position,minutes_played,passes_completed,passes_total,shots,xg,ball_recoveries,pressures,dribbles_won,passes_completed_p90,passes_total_p90,shots_p90,xg_p90,ball_recoveries_p90,pressures_p90,dribbles_won_p90
Joseba Llorente Etxarri,Center Forward,564,74.0,110.0,11.0,2.637852795,22.0,100.0,7.0,11.81,17.55,1.76,0.42,3.51,15.96,1.12
Joseba Zaldúa Bengoetxea,Right Back,1778,554.0,773.0,3.0,0.077389128,49.0,270.0,4.0,28.04,39.13,0.15,0.0,2.48,13.67,0.2
Josep Señé Escudero,Left Wing,882,91.0,123.0,2.0,0.14798198,20.0,77.0,8.0,9.29,12.55,0.2,0.02,2.04,7.86,0.82
Joseph Aidoo,Right Center Back,230,76.0,89.0,0.0,0.0,9.0,38.0,2.0,29.74,34.83,0.0,0.0,3.52,14.87,0.78
Josip Radošević,Left Defensive Midfield,665,143.0,194.0,1.0,0.0067270626,31.0,145.0,2.0,19.35,26.26,0.14,0.0,4.2,19.62,0.27
Josu Sarriegi Zumárraga,Right Center Back,255,52.0,67.0,1.0,0.046550695,9.0,38.0,1.0,18.35,23.65,0.35,0.02,3.18,13.41,0.35
José Alberto Cañas Ruiz Herrera,Left Defensive Midfield,1512,471.0,561.0,1.0,0.02078444,65.0,257.0,6.0,28.04,33.39,0.06,0.0,3.87,15.3,0.36
José Alejandro Suárez Martín,Left Center Back,185,22.0,42.0,1.0,0.006057212,8.0,13.0,3.0,10.7,20.43,0.49,0.0,3.89,6.32,1.46
José Andrés Guardado Hernández,Left Wing,999,391.0,482.0,10.0,0.292294954,55.0,253.0,9.0,35.23,43.42,0.9,0.03,4.95,22.79,0.81
José Antonio Delgado Villar,Right Center Midfield,258,87.0,117.0,3.0,0.059431004,14.0,75.0,4.0,30.35,40.81,1.05,0.02,4.88,26.16,1.4
José Antonio Dorado Ramírez,Left Center Back,1118,302.0,369.0,2.0,0.062821544,16.0,47.0,2.0,24.31,29.7,0.16,0.01,1.29,3.78,0.16
José Antonio García Calvo,Right Center Back,274,44.0,59.0,1.0,0.027513066,5.0,14.0,1.0,14.45,19.38,0.33,0.01,1.64,4.6,0.33
José Antonio García Rabasco,Right Defensive Midfield,2786,1124.0,1470.0,26.0,1.9841213037,139.0,520.0,15.0,36.31,47.49,0.84,0.06,4.49,16.8,0.48
José Antonio Martínez Gil,Left Center Back,92,1.0,4.0,0.0,0.0,1.0,2.0,0.0,0.98,3.91,0.0,0.0,0.98,1.96,0.0
José Antonio Miranda Boacho,Center Defensive Midfield,91,1.0,3.0,1.0,0.07121298,0.0,4.0,0.0,0.99,2.97,0.99,0.07,0.0,3.96,0.0
José Antonio Morente Oliva,Right Wing Back,92,8.0,10.0,0.0,0.0,1.0,5.0,0.0,7.83,9.78,0.0,0.0,0.98,4.89,0.0
José Antonio Reyes Calderón,Right Wing,2676,508.0,800.0,31.0,2.547700994,112.0,430.0,36.0,17.09,26.91,1.04,0.09,3.77,14.46,1.21
José Antonio Rodríguez Díaz,Right Wing,263,29.0,51.0,5.0,0.249581915,16.0,48.0,4.0,9.92,17.45,1.71,0.09,5.48,16.43,1.37
José Carlos Fernández Vázquez,Right Wing,230,82.0,113.0,3.0,0.062409985499999994,19.0,60.0,4.0,32.09,44.22,1.17,0.02,7.43,23.48,1.57
José Carlos de Araújo Nunes,Left Center Back,622,103.0,129.0,3.0,0.38916551,18.0,68.0,2.0,14.9,18.67,0.43,0.06,2.6,9.84,0.29
José Edmílson Gomes de Moraes,Center Defensive Midfield,3340,1344.0,1570.0,21.0,0.8893794719,193.0,444.0,25.0,36.22,42.31,0.57,0.02,5.2,11.96,0.67
José Eduardo Albácar Gallego,Left Back,183,51.0,69.0,1.0,0.057323392,6.0,20.0,1.0,25.08,33.93,0.49,0.03,2.95,9.84,0.49
José Eduardo Rosa Vale de Castro,Right Center Back,2150,984.0,1295.0,13.0,0.85234324,116.0,215.0,11.0,41.19,54.21,0.54,0.04,4.86,9.0,0.46
José Emilio Amavisca Gárate,Left Wing,91,11.0,17.0,0.0,0.0,6.0,9.0,0.0,10.88,16.81,0.0,0.0,5.93,8.9,0.0
José Enrique de la Sánchez Diaz,Left Back,91,30.0,40.0,0.0,0.0,6.0,21.0,1.0,29.67,39.56,0.0,0.0,5.93,20.77,0.99
José Ernesto Sosa,Left Center Forward,92,7.0,8.0,0.0,0.0,1.0,9.0,0.0,6.85,7.83,0.0,0.0,0.98,8.8,0.0
José Francisco Molina Jiménez,Goalkeeper,91,16.0,26.0,0.0,0.0,5.0,0.0,0.0,15.82,25.71,0.0,0.0,4.95,0.0,0.0
José Ignacio Fernández Iglesias,Left Center Back,1811,641.0,722.0,5.0,0.276777068,49.0,158.0,8.0,31.86,35.88,0.25,0.01,2.44,7.85,0.4
José Ignacio Martínez García,Left Back,2308,1044.0,1419.0,19.0,0.681535167,89.0,427.0,10.0,40.71,55.33,0.74,0.03,3.47,16.65,0.39
José Ignacio Peleteiro Ramallo,Right Wing,1098,194.0,280.0,14.0,0.921291528,58.0,178.0,33.0,15.9,22.95,1.15,0.08,4.75,14.59,2.7
José Isidoro Gómez Torres,Right Back,274,59.0,84.0,1.0,0.09645968,7.0,38.0,1.0,19.38,27.59,0.33,0.03,2.3,12.48,0.33
José Izquierdo Martínez,Right Back,173,38.0,59.0,0.0,0.0,7.0,32.0,3.0,19.77,30.69,0.0,0.0,3.64,16.65,1.56
José Javier Barkero Saludes,Center Attacking Midfield,321,84.0,128.0,7.0,2.235933141,15.0,59.0,3.0,23.55,35.89,1.96,0.63,4.21,16.54,0.84
José Joaquín Matos García,Left Back,90,39.0,53.0,0.0,0.0,3.0,15.0,1.0,39.0,53.0,0.0,0.0,3.0,15.0,1.0
José Joaquín Moreno Verdú,Right Center Midfield,154,84.0,102.0,3.0,0.315330708,12.0,50.0,1.0,49.09,59.61,1.75,0.18,7.01,29.22,0.58
José Luis García del Pozo,Left Defensive Midfield,3729,1328.0,1680.0,41.0,2.0925987262,234.0,777.0,37.0,32.05,40.55,0.99,0.05,5.65,18.75,0.89
José Luis Gayà Peña,Left Back,2574,879.0,1135.0,7.0,0.448177325,83.0,325.0,24.0,30.73,39.69,0.24,0.02,2.9,11.36,0.84
José Luis Morales Nogales,Left Midfield,3645,780.0,1159.0,82.0,5.6598824165,193.0,631.0,97.0,19.26,28.62,2.02,0.14,4.77,15.58,2.4
José Luis Moreno Barroso,Right Center Forward,91,4.0,12.0,1.0,0.076772474,2.0,44.0,0.0,3.96,11.87,0.99,0.08,1.98,43.52,0.0
José Luis Sanmartín Mato,Center Forward,450,73.0,120.0,8.0,0.834038145,11.0,61.0,2.0,14.6,24.0,1.6,0.17,2.2,12.2,0.4
José Manuel Arnáiz Díaz,Right Center Forward,162,11.0,16.0,2.0,0.088396342,3.0,28.0,0.0,6.11,8.89,1.11,0.05,1.67,15.56,0.0
José Manuel Casado Bizcocho,Left Back,515,160.0,216.0,1.0,0.06055254,20.0,83.0,3.0,27.96,37.75,0.17,0.01,3.5,14.5,0.52
José Manuel Catalá Mazuecos,Left Back,94,28.0,40.0,0.0,0.0,2.0,11.0,1.0,26.81,38.3,0.0,0.0,1.91,10.53,0.96
José Manuel Flores Moreno,Right Center Back,331,93.0,114.0,0.0,0.0,15.0,70.0,2.0,25.29,31.0,0.0,0.0,4.08,19.03,0.54
José Manuel Jiménez Ortiz,Left Back,653,208.0,276.0,3.0,0.047282639,27.0,78.0,6.0,28.67,38.04,0.41,0.01,3.72,10.75,0.83
José Manuel Jurado Marín,Center Attacking Midfield,609,136.0,184.0,9.0,0.4608541885,26.0,80.0,5.0,20.1,27.19,1.33,0.07,3.84,11.82,0.74
José Manuel Pinto Colorado,Goalkeeper,2394,532.0,675.0,0.0,0.0,114.0,3.0,3.0,20.0,25.38,0.0,0.0,4.29,0.11,0.11
José Manuel Rueda Sampedro,Left Center Midfield,92,17.0,19.0,1.0,0.08735304,1.0,6.0,0.0,16.63,18.59,0.98,0.09,0.98,5.87,0.0
José Manuel Yanguas Calleja,Right Back,94,45.0,61.0,0.0,0.0,4.0,3.0,4.0,43.09,58.4,0.0,0.0,3.83,2.87,3.83
José Maria Gutiérrez Hernández,Center Attacking Midfield,483,176.0,230.0,4.0,0.157504328,24.0,90.0,4.0,32.8,42.86,0.75,0.03,4.47,16.77,0.75
José Martín Cáceres Silva,Left Center Back,1173,375.0,431.0,4.0,0.1650719467,38.0,95.0,5.0,28.77,33.07,0.31,0.01,2.92,7.29,0.38
José María Callejón Bueno,Right Wing,512,69.0,103.0,3.0,0.339457761,18.0,110.0,6.0,12.13,18.11,0.53,0.06,3.16,19.34,1.05
José María Calvo,Right Back,180,47.0,63.0,1.0,0.13865183,10.0,33.0,3.0,23.5,31.5,0.5,0.07,5.0,16.5,1.5
José María Giménez de Vargas,Right Center Back,2953,768.0,1021.0,17.0,1.9518774507,94.0,309.0,11.0,23.41,31.12,0.52,0.06,2.86,9.42,0.34
José María López de Silva Sánchez,Left Wing,91,3.0,4.0,0.0,0.0,2.0,10.0,0.0,2.97,3.96,0.0,0.0,1.98,9.89,0.0
José María Martín-Bejarano Serrano,Center Defensive Midfield,1101,332.0,429.0,13.0,0.568200405,57.0,151.0,5.0,27.14,35.07,1.06,0.05,4.66,12.34,0.41
José María Romero Poyón,Center Attacking Midfield,367,56.0,79.0,3.0,0.34515345,7.0,37.0,5.0,13.73,19.37,0.74,0.08,1.72,9.07,1.23
José Miguel González Rey,Right Back,92,27.0,34.0,0.0,0.0,2.0,9.0,0.0,26.41,33.26,0.0,0.0,1.96,8.8,0.0
José Moratón Taeño,Right Center Back,90,8.0,20.0,0.0,0.0,5.0,16.0,1.0,8.0,20.0,0.0,0.0,5.0,16.0,1.0
José Ortiz Bernal,Right Wing,367,10.0,11.0,2.0,0.15783666600000001,4.0,32.0,2.0,2.45,2.7,0.49,0.04,0.98,7.85,0.49
José Paulo Bezzera Maciel Júnior,Right Defensive Midfield,2816,1031.0,1175.0,43.0,9.790185193700001,101.0,453.0,23.0,32.95,37.55,1.37,0.31,3.23,14.48,0.74
José Ramiro Funes Mori,Center Back,184,35.0,38.0,1.0,0.005044457,8.0,19.0,1.0,17.12,18.59,0.49,0.0,3.91,9.29,0.49
José Raúl Baena Urdiales,Left Defensive Midfield,2596,875.0,1090.0,13.0,1.271258353,129.0,551.0,21.0,30.34,37.79,0.45,0.04,4.47,19.1,0.73
José Raúl Gutiérrez Parejo,Right Center Midfield,92,39.0,43.0,1.0,0.007819599,11.0,17.0,0.0,38.15,42.07,0.98,0.01,10.76,16.63,0.0
José Rodríguez Martínez,Right Wing,185,17.0,25.0,1.0,0.14828095,4.0,16.0,0.0,8.27,12.16,0.49,0.07,1.95,7.78,0.0
José Romero Urtasun,Left Center Back,539,80.0,122.0,1.0,0.05758008,21.0,53.0,2.0,13.36,20.37,0.17,0.01,3.51,8.85,0.33
José Salomón Rondón Giménez,Center Forward,242,23.0,29.0,5.0,0.5236359150000001,8.0,39.0,2.0,8.55,10.79,1.86,0.19,2.98,14.5,0.74
José Santiago Cañizares Ruíz,Goalkeeper,181,23.0,53.0,0.0,0.0,5.0,0.0,0.0,11.44,26.35,0.0,0.0,2.49,0.0,0.0
José Verdú Nicolás,Center Forward,91,7.0,8.0,1.0,0.050281126,0.0,8.0,0.0,6.92,7.91,0.99,0.05,0.0,7.91,0.0
José Vicente Gómez Umpiérrez,Left Defensive Midfield,2072,975.0,1115.0,8.0,0.2795378515,86.0,281.0,17.0,42.35,48.43,0.35,0.01,3.74,12.21,0.74
José Zahinos,Right Center Midfield,91,10.0,11.0,0.0,0.0,4.0,13.0,0.0,9.89,10.88,0.0,0.0,3.96,12.86,0.0
José Ángel Crespo Rincón,Left Center Back,941,402.0,492.0,1.0,0.022514846,25.0,164.0,4.0,38.45,47.06,0.1,0.0,2.39,15.69,0.38
José Ángel Gómez Campaña,Right Defensive Midfield,430,204.0,252.0,7.0,0.516457975,26.0,111.0,5.0,42.7,52.74,1.47,0.11,5.44,23.23,1.05
José Ángel Pozo la Rosa,Left Center Midfield,90,16.0,17.0,1.0,0.09266915,1.0,24.0,0.0,16.0,17.0,1.0,0.09,1.0,24.0,0.0
José Ángel Valdés Díaz,Left Back,820,244.0,356.0,6.0,0.177376073,48.0,89.0,3.0,26.78,39.07,0.66,0.02,5.27,9.77,0.33
Jozabed Sánchez Ruiz,Center Attacking Midfield,2759,1049.0,1270.0,46.0,5.5116943088,148.0,507.0,24.0,34.22,41.43,1.5,0.18,4.83,16.54,0.78
João Fernando Nelo,Center Forward,161,38.0,49.0,5.0,0.9154470610000001,9.0,17.0,4.0,21.24,27.39,2.8,0.51,5.03,9.5,2.24
João Félix Sequeira,Left Center Forward,332,73.0,80.0,4.0,0.348808154,4.0,26.0,4.0,19.79,21.69,1.08,0.09,1.08,7.05,1.08
João Miranda de Souza Filho,Right Center Back,544,116.0,158.0,3.0,0.23546454,21.0,39.0,1.0,19.19,26.14,0.5,0.04,3.47,6.45,0.17
João Pedro Cavaco Cancelo,Right Back,2588,949.0,1276.0,11.0,1.1009402185,140.0,399.0,71.0,33.0,44.37,0.38,0.04,4.87,13.88,2.47
João Pedro da Silva Pereira,Right Back,275,121.0,150.0,0.0,0.0,19.0,66.0,2.0,39.6,49.09,0.0,0.0,6.22,21.6,0.65
João Victor de Albuquerque Bruno,Right Center Midfield,245,66.0,76.0,1.0,0.27402505,8.0,64.0,1.0,24.24,27.92,0.37,0.1,2.94,23.51,0.37
Juan Alberto Andreu Alvarado,Right Center Back,270,36.0,63.0,1.0,0.074497774,14.0,15.0,1.0,12.0,21.0,0.33,0.02,4.67,5.0,0.33
Juan Antonio Iglesias Sánchez,Right Wing,91,10.0,17.0,0.0,0.0,4.0,22.0,1.0,9.89,16.81,0.0,0.0,3.96,21.76,0.99
Juan Antonio Rodríguez Villamuela,Right Defensive Midfield,3625,1090.0,1415.0,24.0,1.379730571,152.0,693.0,18.0,27.06,35.13,0.6,0.03,3.77,17.21,0.45
Juan Bernat Velasco,Left Back,160,52.0,64.0,0.0,0.0,6.0,35.0,1.0,29.25,36.0,0.0,0.0,3.38,19.69,0.56
Juan Camilo Hernández Suárez,Left Center Forward,298,46.0,61.0,6.0,1.018437538,13.0,46.0,2.0,13.89,18.42,1.81,0.31,3.93,13.89,0.6
Juan Carlos,Right Center Midfield,91,8.0,20.0,1.0,0.069337994,9.0,12.0,1.0,7.91,19.78,0.99,0.07,8.9,11.87,0.99
Juan Carlos Martín Corral,Goalkeeper,2092,561.0,805.0,0.0,0.0,111.0,2.0,1.0,24.13,34.63,0.0,0.0,4.78,0.09,0.04
Juan Carlos Pérez López,Left Wing,2281,526.0,751.0,20.0,1.8657724372,78.0,265.0,19.0,20.75,29.63,0.79,0.07,3.08,10.46,0.75
Juan Carlos Valerón Santana,Center Attacking Midfield,1352,424.0,487.0,1.0,0.050460108,25.0,71.0,9.0,28.22,32.42,0.07,0.0,1.66,4.73,0.6
Juan Cruz Ochoa López,Left Center Back,91,21.0,23.0,2.0,0.20056142799999999,7.0,25.0,1.0,20.77,22.75,1.98,0.2,6.92,24.73,0.99
Juan Daniel Forlín,Left Defensive Midfield,456,143.0,187.0,2.0,0.111984911,17.0,72.0,0.0,28.22,36.91,0.39,0.02,3.36,14.21,0.0
Juan Domínguez Lamas,Center Attacking Midfield,799,126.0,160.0,5.0,0.285091089,23.0,193.0,5.0,14.19,18.02,0.56,0.03,2.59,21.74,0.56
Juan Emmanuel Culio,Left Center Midfield,1014,303.0,364.0,5.0,0.129450868,51.0,124.0,17.0,26.89,32.31,0.44,0.01,4.53,11.01,1.51
Juan Fernando Arango Sáenz,Left Wing,240,71.0,108.0,3.0,0.12544705839999998,13.0,44.0,1.0,26.62,40.5,1.12,0.05,4.88,16.5,0.38
Juan Francisco García García,Left Back,2517,682.0,1058.0,7.0,0.3115360077,114.0,232.0,19.0,24.39,37.83,0.25,0.01,4.08,8.3,0.68
Juan Francisco Martínez Modesto,Center Forward,530,76.0,100.0,8.0,0.528158515,18.0,76.0,2.0,12.91,16.98,1.36,0.09,3.06,12.91,0.34
Juan Francisco Moreno Fuertes,Right Back,3551,1238.0,1780.0,24.0,0.5674281818,204.0,410.0,38.0,31.38,45.11,0.61,0.01,5.17,10.39,0.96
Juan Francisco Torres Belén,Right Back,4545,1613.0,2168.0,11.0,0.788421448,246.0,519.0,50.0,31.94,42.93,0.22,0.02,4.87,10.28,0.99
Juan Gutiérrez Moreno,Left Center Back,363,99.0,116.0,0.0,0.0,15.0,27.0,1.0,24.55,28.76,0.0,0.0,3.72,6.69,0.25
Juan Isaac Cuenca López,Left Wing,2525,669.0,829.0,24.0,3.020447213,94.0,331.0,46.0,23.85,29.55,0.86,0.11,3.35,11.8,1.64
Juan Jesús Calatayud Sánchez,Goalkeeper,362,56.0,129.0,0.0,0.0,22.0,1.0,0.0,13.92,32.07,0.0,0.0,5.47,0.25,0.0
Juan Jesús Gutiérrez Robles,Right Center Midfield,671,146.0,192.0,2.0,0.126999324,27.0,153.0,0.0,19.58,25.75,0.27,0.02,3.62,20.52,0.0
Juan José Expósito Ruíz,Left Center Forward,275,39.0,50.0,1.0,0.008287329,5.0,32.0,6.0,12.76,16.36,0.33,0.0,1.64,10.47,1.96
Juan Luis Gómez López,Left Wing,166,9.0,14.0,1.0,0.019161142,1.0,20.0,1.0,4.88,7.59,0.54,0.01,0.54,10.84,0.54
Juan Luis Hens Lorite,Right Wing,137,21.0,41.0,1.0,0.02709607,8.0,31.0,0.0,13.8,26.93,0.66,0.02,5.26,20.36,0.0
Juan Manuel Delgado Moreno,Left Center Back,92,24.0,29.0,0.0,0.0,5.0,13.0,0.0,23.48,28.37,0.0,0.0,4.89,12.72,0.0
Juan Manuel Gómez Sánchez,Right Midfield,398,57.0,80.0,3.0,0.23512438700000002,12.0,45.0,6.0,12.89,18.09,0.68,0.05,2.71,10.18,1.36
Juan Manuel Mata García,Left Wing,615,145.0,186.0,5.0,0.638406229,22.0,132.0,9.0,21.22,27.22,0.73,0.09,3.22,19.32,1.32
Juan Manuel Ortiz Palazón,Right Wing,628,100.0,168.0,2.0,0.029965717,20.0,140.0,8.0,14.33,24.08,0.29,0.0,2.87,20.06,1.15
Juan Manuel Peña Montaño,Left Center Back,93,22.0,28.0,0.0,0.0,4.0,8.0,0.0,21.29,27.1,0.0,0.0,3.87,7.74,0.0
Juan Manuel Vargas Risco,Left Back,1751,641.0,921.0,18.0,0.4334822173,111.0,130.0,16.0,32.95,47.34,0.93,0.02,5.71,6.68,0.82
Juan Marcos Foyth,Right Back,94,50.0,60.0,0.0,0.0,7.0,13.0,3.0,47.87,57.45,0.0,0.0,6.7,12.45,2.87
Juan Merino Ruíz,Right Back,90,36.0,45.0,0.0,0.0,2.0,18.0,2.0,36.0,45.0,0.0,0.0,2.0,18.0,2.0
Juan Miguel Jiménez López,Left Wing,716,118.0,141.0,11.0,2.5950265139999997,19.0,141.0,4.0,14.83,17.72,1.38,0.33,2.39,17.72,0.5
Juan Muñiz Gallego,Right Center Forward,369,19.0,28.0,0.0,0.0,3.0,25.0,2.0,4.63,6.83,0.0,0.0,0.73,6.1,0.49
Juan Muñoz Muñoz,Right Center Forward,653,25.0,38.0,6.0,1.19907384,7.0,60.0,1.0,3.45,5.24,0.83,0.17,0.96,8.27,0.14
Juan Pablo Añor Acosta,Right Midfield,2755,552.0,741.0,38.0,3.8220271500000003,139.0,462.0,48.0,18.03,24.21,1.24,0.12,4.54,15.09,1.57
Juan Pablo Carrizo,Goalkeeper,90,22.0,29.0,0.0,0.0,2.0,0.0,0.0,22.0,29.0,0.0,0.0,2.0,0.0,0.0
Juan Pablo Colinas Ferreras,Goalkeeper,364,62.0,139.0,0.0,0.0,22.0,0.0,0.0,15.33,34.37,0.0,0.0,5.44,0.0,0.0
Juan Pablo Sorín,Left Wing,92,26.0,35.0,0.0,0.0,4.0,22.0,0.0,25.43,34.24,0.0,0.0,3.91,21.52,0.0
Juan Pedro Ramírez López,Left Center Back,361,113.0,141.0,3.0,0.10062316269999999,11.0,58.0,1.0,28.17,35.15,0.75,0.03,2.74,14.46,0.25
Juan Quero Barraso,Right Attacking Midfield,91,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.98,1.98,0.0,0.0,1.98,1.98,0.0
Juan Rafael Fuentes Hernández,Left Back,1176,346.0,450.0,1.0,0.018549595,37.0,143.0,3.0,26.48,34.44,0.08,0.0,2.83,10.94,0.23
Juan Ramón Cabrero Obrer,Right Back,182,24.0,39.0,0.0,0.0,5.0,23.0,0.0,11.87,19.29,0.0,0.0,2.47,11.37,0.0
Juan Rodríguez Martínez,Left Center Back,91,11.0,16.0,0.0,0.0,1.0,13.0,0.0,10.88,15.82,0.0,0.0,0.99,12.86,0.0
Juan Román Riquelme,Right Wing,93,27.0,49.0,2.0,0.055623730999999996,5.0,10.0,4.0,26.13,47.42,1.94,0.05,4.84,9.68,3.87
Juan Torres Ruiz,Left Center Back,2385,647.0,875.0,10.0,1.235131778,97.0,248.0,6.0,24.42,33.02,0.38,0.05,3.66,9.36,0.23
Juan Valera Espín,Right Back,821,149.0,222.0,2.0,0.08763722199999999,15.0,107.0,4.0,16.33,24.34,0.22,0.01,1.64,11.73,0.44
Juan de Dios Prados López,Right Center Midfield,271,48.0,65.0,0.0,0.0,5.0,47.0,1.0,15.94,21.59,0.0,0.0,1.66,15.61,0.33
Juan Ángel Albín Leites,Right Wing,724,77.0,117.0,9.0,0.8175218360000001,21.0,59.0,6.0,9.57,14.54,1.12,0.1,2.61,7.33,0.75
Jukka Raitala,Left Back,138,29.0,49.0,0.0,0.0,5.0,26.0,1.0,18.91,31.96,0.0,0.0,3.26,16.96,0.65
Jules Koundé,Right Center Back,279,157.0,176.0,3.0,0.214119966,8.0,26.0,1.0,50.65,56.77,0.97,0.07,2.58,8.39,0.32
Juliano Haus Belletti,Right Back,1691,686.0,844.0,13.0,0.8021376833999999,99.0,103.0,21.0,36.51,44.92,0.69,0.04,5.27,5.48,1.12
Juliano Roberto Antonello,Center Defensive Midfield,92,6.0,8.0,0.0,0.0,1.0,6.0,0.0,5.87,7.83,0.0,0.0,0.98,5.87,0.0
Julien Escudé,Left Center Back,722,201.0,239.0,1.0,0.10393477,20.0,72.0,1.0,25.06,29.79,0.12,0.01,2.49,8.98,0.12
Julio Álvarez Mosquera,Left Defensive Midfield,183,45.0,60.0,2.0,0.085128132,11.0,38.0,0.0,22.13,29.51,0.98,0.04,5.41,18.69,0.0
Julián Cuesta Díaz,Goalkeeper,92,18.0,37.0,0.0,0.0,4.0,0.0,0.0,17.61,36.2,0.0,0.0,3.91,0.0,0.0
Julián Luque Conde,Center Attacking Midfield,91,1.0,2.0,0.0,0.0,1.0,10.0,0.0,0.99,1.98,0.0,0.0,0.99,9.89,0.0
Julián Omar Ramos Suárez,Left Wing,363,55.0,75.0,0.0,0.0,12.0,42.0,5.0,13.64,18.6,0.0,0.0,2.98,10.41,1.24
Julián de Guzmán,Right Defensive Midfield,257,69.0,76.0,2.0,0.013863896399999999,9.0,96.0,1.0,24.16,26.61,0.7,0.0,3.15,33.62,0.35
Justo Wilmar Villar Viveros,Goalkeeper,90,12.0,30.0,0.0,0.0,4.0,0.0,0.0,12.0,30.0,0.0,0.0,4.0,0.0,0.0
Jérémy Mathieu,Left Center Back,5606,2774.0,3170.0,25.0,2.209830459,191.0,413.0,21.0,44.53,50.89,0.4,0.04,3.07,6.63,0.34
Jônatas Domingos,Left Midfield,91,5.0,8.0,0.0,0.0,1.0,5.0,2.0,4.95,7.91,0.0,0.0,0.99,4.95,1.98
Júlio César Clement Baptista,Center Forward,178,30.0,39.0,1.0,0.13582948,3.0,34.0,2.0,15.17,19.72,0.51,0.07,1.52,17.19,1.01
Júlio César Jacobi,Goalkeeper,180,28.0,64.0,0.0,0.0,8.0,1.0,0.0,14.0,32.0,0.0,0.0,4.0,0.5,0.0
Júnior Wakalibille Lago,Left Midfield,92,8.0,10.0,1.0,0.044078015,2.0,5.0,1.0,7.83,9.78,0.98,0.04,1.96,4.89,0.98
Kalu Uche,Left Center Forward,386,58.0,84.0,3.0,0.081018975,10.0,31.0,6.0,13.52,19.59,0.7,0.02,2.33,7.23,1.4
Kanga Gauthier Akalé,Right Midfield,184,10.0,17.0,1.0,0.1402362,4.0,15.0,1.0,4.89,8.32,0.49,0.07,1.96,7.34,0.49
Karim Benzema,Center Forward,3791,984.0,1221.0,150.0,23.6716488376,105.0,583.0,44.0,23.36,28.99,3.56,0.56,2.49,13.84,1.04
Karim Rekik,Left Center Back,93,23.0,25.0,0.0,0.0,0.0,5.0,0.0,22.26,24.19,0.0,0.0,0.0,4.84,0.0
Karl Brillant Toko Ekambi,Center Forward,256,13.0,18.0,4.0,0.162736568,3.0,44.0,0.0,4.57,6.33,1.41,0.06,1.05,15.47,0.0
Kenan Kodro,Left Center Forward,361,25.0,31.0,1.0,0.04200279,5.0,14.0,1.0,6.23,7.73,0.25,0.01,1.25,3.49,0.25
Kennedy Bakircioglu,Right Midfield,122,32.0,45.0,3.0,0.025684150600000004,10.0,23.0,0.0,23.61,33.2,2.21,0.02,7.38,16.97,0.0
Kenneth Josiah Omeruo,Center Back,177,15.0,21.0,0.0,0.0,4.0,19.0,0.0,7.63,10.68,0.0,0.0,2.03,9.66,0.0
Kepa Arrizabalaga Revuelta,Goalkeeper,179,47.0,71.0,0.0,0.0,7.0,0.0,0.0,23.63,35.7,0.0,0.0,3.52,0.0,0.0
Kepa Blanco Gonzalez,Right Center Forward,276,4.0,8.0,0.0,0.0,0.0,11.0,0.0,1.3,2.61,0.0,0.0,0.0,3.59,0.0
Kevin Gameiro,Center Forward,3500,420.0,569.0,81.0,17.732539064,95.0,477.0,30.0,10.8,14.63,2.08,0.46,2.44,12.27,0.77
Kevin Martín García Martínez,Left Back,90,11.0,18.0,1.0,0.051901873,1.0,18.0,0.0,11.0,18.0,1.0,0.05,1.0,18.0,0.0
Kevin Vázquez Comesaña,Right Back,183,67.0,88.0,0.0,0.0,4.0,41.0,2.0,32.95,43.28,0.0,0.0,1.97,20.16,0.98
Kevin-Prince Boateng,Center Forward,238,49.0,63.0,8.0,0.675119368,4.0,52.0,0.0,18.53,23.82,3.03,0.26,1.51,19.66,0.0
Keylor Navas Gamboa,Goalkeeper,3607,717.0,1053.0,0.0,0.0,167.0,8.0,0.0,17.89,26.27,0.0,0.0,4.17,0.2,0.0
Khalid Boulahrouz,Right Center Back,92,23.0,29.0,0.0,0.0,2.0,9.0,0.0,22.5,28.37,0.0,0.0,1.96,8.8,0.0
Kieran Trippier,Right Wing Back,272,142.0,187.0,1.0,0.008270311,9.0,41.0,1.0,46.99,61.88,0.33,0.0,2.98,13.57,0.33
Klaas-Jan Huntelaar,Left Center Forward,90,8.0,9.0,0.0,0.0,1.0,5.0,0.0,8.0,9.0,0.0,0.0,1.0,5.0,0.0
Kléper Laveran Lima Ferreira,Right Center Back,2963,1289.0,1529.0,19.0,1.616779993,134.0,402.0,13.0,39.15,46.44,0.58,0.05,4.07,12.21,0.39
Koikili Lertxundi Del Campo,Left Back,534,132.0,192.0,0.0,0.0,23.0,92.0,1.0,22.25,32.36,0.0,0.0,3.88,15.51,0.17
Krisztián Vadócz,Center Attacking Midfield,276,59.0,88.0,2.0,0.38159846,14.0,64.0,0.0,19.24,28.7,0.65,0.12,4.57,20.87,0.0
Kévin Manuel Rodrigues,Left Back,188,41.0,61.0,0.0,0.0,9.0,32.0,0.0,19.63,29.2,0.0,0.0,4.31,15.32,0.0
Lassad Hassen Nouioui,Center Forward,91,1.0,4.0,0.0,0.0,2.0,15.0,0.0,0.99,3.96,0.0,0.0,1.98,14.84,0.0
