name,position,minutes_played,passes_completed,passes_total,shots,xg,ball_recoveries,pressures,dribbles_won,passes_completed_p90,passes_total_p90,shots_p90,xg_p90,ball_recoveries_p90,pressures_p90,dribbles_won_p90
Lassana Diarra,Right Defensive Midfield,330,93.0,118.0,1.0,0.0074255816,33.0,140.0,8.0,25.36,32.18,0.27,0.0,9.0,38.18,2.18
Laureano Antonio Villa Suárez,Left Center Forward,254,49.0,64.0,0.0,0.0,10.0,27.0,2.0,17.36,22.68,0.0,0.0,3.54,9.57,0.71
Laureano Sanabria Ruiz,Right Back,2512,736.0,990.0,2.0,0.08081603999999999,102.0,300.0,12.0,26.37,35.47,0.07,0.0,3.65,10.75,0.43
Laurent Viaud,Center Midfield,91,17.0,23.0,0.0,0.0,4.0,17.0,1.0,16.81,22.75,0.0,0.0,3.96,16.81,0.99
Laurențiu Dumitru Roșu,Left Center Forward,180,16.0,19.0,0.0,0.0,2.0,12.0,0.0,8.0,9.5,0.0,0.0,1.0,6.0,0.0
Leandro Andrés Gioda,Center Back,177,14.0,25.0,3.0,0.23272684,6.0,10.0,0.0,7.12,12.71,1.53,0.12,3.05,5.08,0.0
Leandro Chichizola,Goalkeeper,185,71.0,92.0,0.0,0.0,8.0,1.0,1.0,34.54,44.76,0.0,0.0,3.89,0.49,0.49
Leandro Damião da Silva dos Santos,Right Center Forward,246,18.0,28.0,6.0,0.747107256,4.0,26.0,0.0,6.59,10.24,2.2,0.27,1.46,9.51,0.0
Leandro Daniel Cabrera Sasía,Left Center Back,278,37.0,72.0,1.0,0.09559769,4.0,30.0,0.0,11.98,23.31,0.32,0.03,1.29,9.71,0.0
Lei Wu,Left Center Forward,279,7.0,11.0,3.0,0.18021977,2.0,17.0,0.0,2.26,3.55,0.97,0.06,0.65,5.48,0.0
Leonardo Carrilho Baptistão,Right Center Forward,2866,357.0,524.0,45.0,3.9662448845,79.0,436.0,33.0,11.21,16.45,1.41,0.12,2.48,13.69,1.04
Leonardo Daniel Ponzio,Right Back,501,168.0,230.0,4.0,0.0698328763,37.0,105.0,3.0,30.18,41.32,0.72,0.01,6.65,18.86,0.54
Leonardo Neoren Franco,Goalkeeper,187,39.0,60.0,0.0,0.0,14.0,2.0,0.0,18.77,28.88,0.0,0.0,6.74,0.96,0.0
Liassine Cadamuro-Bentaïba,Left Back,275,52.0,64.0,0.0,0.0,6.0,35.0,3.0,17.02,20.95,0.0,0.0,1.96,11.45,0.98
Lilian Thuram,Right Center Back,2416,1507.0,1653.0,0.0,0.0,133.0,142.0,11.0,56.14,61.58,0.0,0.0,4.95,5.29,0.41
Lionel Andrés Messi Cuccittini,Right Wing,46189,22877.0,28114.0,2352.0,323.5209910552,1901.0,4585.0,2944.0,44.58,54.78,4.58,0.63,3.7,8.93,5.74
Lisandro Magallán,Left Center Back,91,23.0,27.0,0.0,0.0,4.0,9.0,0.0,22.75,26.7,0.0,0.0,3.96,8.9,0.0
Ljubomir Fejsa,Center Defensive Midfield,94,16.0,17.0,0.0,0.0,0.0,25.0,1.0,15.32,16.28,0.0,0.0,0.0,23.94,0.96
Lluis Sastre Reus,Left Center Midfield,264,61.0,69.0,0.0,0.0,12.0,66.0,0.0,20.8,23.52,0.0,0.0,4.09,22.5,0.0
Lluís López Mármol,Right Center Back,90,15.0,24.0,0.0,0.0,6.0,17.0,0.0,15.0,24.0,0.0,0.0,6.0,17.0,0.0
Lorenzo Enrique Reyes Vicencio,Left Center Midfield,93,29.0,37.0,0.0,0.0,6.0,30.0,4.0,28.06,35.81,0.0,0.0,5.81,29.03,3.87
Lorenzo Jesús Morón García,Center Forward,441,24.0,32.0,10.0,0.9050043360000001,6.0,27.0,3.0,4.9,6.53,2.04,0.18,1.22,5.51,0.61
Loukas Vyntra,Right Back,132,26.0,36.0,1.0,0.067210555,5.0,15.0,2.0,17.73,24.55,0.68,0.05,3.41,10.23,1.36
Luca Sangalli Fuentes,Right Center Midfield,184,18.0,28.0,2.0,0.065088116,3.0,18.0,0.0,8.8,13.7,0.98,0.03,1.47,8.8,0.0
Lucas Alfonso Orbán Alegre,Left Back,889,315.0,409.0,0.0,0.0,44.0,150.0,7.0,31.89,41.41,0.0,0.0,4.45,15.19,0.71
Lucas Antonio Wílchez,Left Midfield,90,6.0,7.0,0.0,0.0,2.0,12.0,0.0,6.0,7.0,0.0,0.0,2.0,12.0,0.0
Lucas Ariel Boyé,Center Forward,163,19.0,30.0,3.0,0.605767365,9.0,24.0,1.0,10.49,16.56,1.66,0.33,4.97,13.25,0.55
Lucas Ariel Ocampos,Right Wing,236,44.0,64.0,8.0,0.45107431800000003,12.0,48.0,3.0,16.78,24.41,3.05,0.17,4.58,18.31,1.14
Lucas Digne,Left Back,2206,1193.0,1378.0,7.0,0.6812302595999999,80.0,245.0,21.0,48.67,56.22,0.29,0.03,3.26,10.0,0.86
Lucas Hernández Pi,Left Center Back,1069,263.0,357.0,0.0,0.0,24.0,106.0,4.0,22.14,30.06,0.0,0.0,2.02,8.92,0.34
Lucas Matías Licht,Left Back,94,34.0,48.0,1.0,0.004983419,4.0,13.0,1.0,32.55,45.96,0.96,0.0,3.83,12.45,0.96
Lucas Pérez Martínez,Center Forward,3824,878.0,1198.0,108.0,16.3622513717,129.0,674.0,45.0,20.66,28.2,2.54,0.39,3.04,15.86,1.06
Lucas René Olaza Catrofe,Left Center Back,273,90.0,125.0,4.0,0.237573482,10.0,27.0,3.0,29.67,41.21,1.32,0.08,3.3,8.9,0.99
Lucas Silva Borges,Right Defensive Midfield,91,3.0,3.0,0.0,0.0,0.0,2.0,0.0,2.97,2.97,0.0,0.0,0.0,1.98,0.0
Lucas Vázquez Iglesias,Right Wing,2819,681.0,849.0,27.0,2.710503741,93.0,420.0,33.0,21.74,27.11,0.86,0.09,2.97,13.41,1.05
Luciano Fabián Monzón,Left Midfield,179,17.0,23.0,1.0,0.052640352,1.0,14.0,1.0,8.55,11.56,0.5,0.03,0.5,7.04,0.5
Luciano Martín Galletti,Right Midfield,141,35.0,53.0,6.0,0.11294134789999999,12.0,24.0,2.0,22.34,33.83,3.83,0.07,7.66,15.32,1.28
Luciano Vietto,Right Center Forward,1767,357.0,463.0,33.0,3.864291684,55.0,256.0,25.0,18.18,23.58,1.68,0.2,2.8,13.04,1.27
Ludovic Butelle,Goalkeeper,93,14.0,23.0,0.0,0.0,5.0,0.0,0.0,13.55,22.26,0.0,0.0,4.84,0.0,0.0
Ludovic Delporte,Left Wing,220,26.0,43.0,3.0,0.07153774,5.0,20.0,1.0,10.64,17.59,1.23,0.03,2.05,8.18,0.41
Ludovic Giuly,Right Wing,2282,330.0,449.0,37.0,6.513557889,62.0,201.0,23.0,13.01,17.71,1.46,0.26,2.45,7.93,0.91
Luis Alberto Romero Alconchel,Center Attacking Midfield,2448,518.0,799.0,80.0,6.6015849091,113.0,381.0,37.0,19.04,29.38,2.94,0.24,4.15,14.01,1.36
Luis Alberto Suárez Díaz,Center Forward,16041,3879.0,5179.0,609.0,107.0862597431,452.0,1628.0,230.0,21.76,29.06,3.42,0.6,2.54,9.13,1.29
Luis Alfonso Espino García,Left Back,187,37.0,64.0,0.0,0.0,7.0,41.0,1.0,17.81,30.8,0.0,0.0,3.37,19.73,0.48
Luis Amaranto Perea Mosquera,Right Back,641,133.0,183.0,0.0,0.0,27.0,105.0,2.0,18.67,25.69,0.0,0.0,3.79,14.74,0.28
Luis Carlos Correia Pinto,Left Back,2014,448.0,631.0,9.0,0.423420532,54.0,241.0,22.0,20.02,28.2,0.4,0.02,2.41,10.77,0.98
Luis Carlos Cuartero Lafarga,Left Back,91,4.0,4.0,0.0,0.0,2.0,1.0,1.0,3.96,3.96,0.0,0.0,1.98,0.99,0.99
Luis Carlos Fariña Olivera,Center Attacking Midfield,272,17.0,19.0,0.0,0.0,6.0,13.0,0.0,5.62,6.29,0.0,0.0,1.99,4.3,0.0
Luis Carlos Pereira Carneiro,Right Wing,113,19.0,24.0,0.0,0.0,5.0,26.0,1.0,15.13,19.12,0.0,0.0,3.98,20.71,0.8
Luis Eduardo Delgado Pacheco,Left Defensive Midfield,128,39.0,51.0,2.0,0.09742041300000001,8.0,50.0,2.0,27.42,35.86,1.41,0.07,5.62,35.16,1.41
Luis Fernando Muriel Fruto,Center Forward,257,35.0,39.0,13.0,1.2632196843,5.0,48.0,4.0,12.26,13.66,4.55,0.44,1.75,16.81,1.4
Luis Fernández Gutiérrez,Left Back,269,81.0,108.0,1.0,0.0061910036,10.0,39.0,0.0,27.1,36.13,0.33,0.0,3.35,13.05,0.0
Luis García Conde,Goalkeeper,91,13.0,26.0,0.0,0.0,8.0,0.0,0.0,12.86,25.71,0.0,0.0,7.91,0.0,0.0
Luis García Fernández,Center Attacking Midfield,742,147.0,213.0,4.0,0.0880092837,26.0,121.0,10.0,17.83,25.84,0.49,0.01,3.15,14.68,1.21
Luis Hernández Rodríguez,Right Center Back,3459,1319.0,1689.0,10.0,0.9116578089999999,145.0,217.0,10.0,34.32,43.95,0.26,0.02,3.77,5.65,0.26
Luis Javier García Sanz,Right Midfield,317,27.0,33.0,0.0,0.0,7.0,38.0,0.0,7.67,9.37,0.0,0.0,1.99,10.79,0.0
Luis Javier Suárez Charris,Right Wing,175,11.0,15.0,2.0,0.058524294,3.0,40.0,2.0,5.66,7.71,1.03,0.03,1.54,20.57,1.03
Luis Jesús Rioja González,Left Midfield,344,35.0,53.0,3.0,1.22883403,14.0,40.0,6.0,9.16,13.87,0.78,0.32,3.66,10.47,1.57
Luis Manuel Rubiales Béjar,Left Back,92,21.0,26.0,1.0,0.11498305,4.0,7.0,2.0,20.54,25.43,0.98,0.11,3.91,6.85,1.96
Luis Manuel Villa López,Center Forward,91,6.0,9.0,0.0,0.0,1.0,5.0,0.0,5.93,8.9,0.0,0.0,0.99,4.95,0.0
Luis Milla Manzanares,Center Attacking Midfield,90,19.0,21.0,0.0,0.0,2.0,9.0,0.0,19.0,21.0,0.0,0.0,2.0,9.0,0.0
Luis Morán Sánchez,Right Midfield,182,34.0,50.0,1.0,0.012746137,14.0,49.0,5.0,16.81,24.73,0.49,0.01,6.92,24.23,2.47
Luis Prieto Zalbidegoitia,Right Center Back,310,50.0,65.0,3.0,0.171581816,13.0,13.0,1.0,14.52,18.87,0.87,0.05,3.77,3.77,0.29
Luka Modrić,Right Center Midfield,3980,2563.0,2894.0,46.0,2.585230745,251.0,676.0,62.0,57.96,65.44,1.04,0.06,5.68,15.29,1.4
Luuk de Jong,Center Forward,277,70.0,86.0,5.0,0.7320175950000001,6.0,71.0,1.0,22.74,27.94,1.62,0.24,1.95,23.07,0.32
Luís Carlos Almeida da Cunha,Left Wing,95,18.0,24.0,2.0,0.155358951,4.0,37.0,3.0,17.05,22.74,1.89,0.15,3.79,35.05,2.84
Luís Carlos Ramos Martins,Left Midfield,91,9.0,12.0,0.0,0.0,1.0,6.0,0.0,8.9,11.87,0.0,0.0,0.99,5.93,0.0
Luís Eduardo Schmidt,Center Attacking Midfield,271,49.0,70.0,4.0,0.374784388,8.0,43.0,2.0,16.27,23.25,1.33,0.12,2.66,14.28,0.66
Luís Fabiano Clemente,Left Center Forward,449,66.0,87.0,15.0,1.2541353005,12.0,71.0,7.0,13.23,17.44,3.01,0.25,2.41,14.23,1.4
Luís Miguel Afonso Fernandes,Left Wing,249,66.0,93.0,6.0,1.179378984,7.0,75.0,2.0,23.86,33.61,2.17,0.43,2.53,27.11,0.72
Luís Miguel Brito Garcia Monteiro,Right Back,822,257.0,364.0,1.0,0.0064143124,49.0,143.0,13.0,28.14,39.85,0.11,0.0,5.36,15.66,1.42
László Sepsi,Left Back,180,30.0,46.0,0.0,0.0,6.0,16.0,0.0,15.0,23.0,0.0,0.0,3.0,8.0,0.0
Lévy Clément Madinda,Left Defensive Midfield,363,25.0,35.0,0.0,0.0,11.0,40.0,0.0,6.2,8.68,0.0,0.0,2.73,9.92,0.0
Mahamadou Diarra,Right Center Midfield,273,126.0,144.0,5.0,0.256507767,25.0,69.0,1.0,41.54,47.47,1.65,0.08,8.24,22.75,0.33
Malcom Filipe Silva de Oliveira,Right Wing,1124,187.0,227.0,9.0,1.254504982,13.0,70.0,9.0,14.97,18.18,0.72,0.1,1.04,5.6,0.72
Mamadou Koné,Right Wing,156,19.0,25.0,4.0,0.160523882,11.0,61.0,1.0,10.96,14.42,2.31,0.09,6.35,35.19,0.58
Mamadou Sylla Diallo,Center Forward,1115,46.0,68.0,8.0,1.253704121,11.0,84.0,6.0,3.71,5.49,0.65,0.1,0.89,6.78,0.48
Manuel Agudo Durán,Left Wing,3619,958.0,1476.0,96.0,10.3093169456,186.0,515.0,89.0,23.82,36.71,2.39,0.26,4.63,12.81,2.21
Manuel Alejandro García Sánchez,Left Center Midfield,424,81.0,106.0,3.0,0.3370649,19.0,135.0,2.0,17.19,22.5,0.64,0.07,4.03,28.66,0.42
Manuel Castellano Castro,Left Back,1125,309.0,429.0,4.0,0.4309360974,29.0,95.0,5.0,24.72,34.32,0.32,0.03,2.32,7.6,0.4
Manuel Fernández Muñíz,Goalkeeper,821,114.0,245.0,0.0,0.0,28.0,0.0,0.0,12.5,26.86,0.0,0.0,3.07,0.0,0.0
Manuel Gaspar Haro,Right Back,271,50.0,76.0,1.0,0.025740873,11.0,27.0,2.0,16.61,25.24,0.33,0.01,3.65,8.97,0.66
Manuel Henrique Tavares Fernandes,Right Center Midfield,276,121.0,149.0,1.0,0.015483042,22.0,67.0,7.0,39.46,48.59,0.33,0.01,7.17,21.85,2.28
Manuel Herrera Yagüe,Goalkeeper,92,21.0,33.0,0.0,0.0,6.0,1.0,0.0,20.54,32.28,0.0,0.0,5.87,0.98,0.0
Manuel Javier Vallejo Galván,Left Center Forward,92,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.98,1.96,0.0,0.0,0.0,2.93,0.0
Manuel Jesús Arana Rodríguez,Right Wing,515,44.0,84.0,4.0,0.06959604850000001,12.0,83.0,4.0,7.69,14.68,0.7,0.01,2.1,14.5,0.7
Manuel Jesús Ortiz Toribio,Left Defensive Midfield,880,102.0,159.0,2.0,0.067355437,17.0,129.0,0.0,10.43,16.26,0.2,0.01,1.74,13.19,0.0
Manuel Lanzarote Bruno,Right Center Midfield,90,6.0,9.0,1.0,0.08285129,0.0,6.0,1.0,6.0,9.0,1.0,0.08,0.0,6.0,1.0
Manuel Martínez Lara,Center Defensive Midfield,91,13.0,20.0,0.0,0.0,3.0,36.0,0.0,12.86,19.78,0.0,0.0,2.97,35.6,0.0
Manuel Onwu Villafranca,Left Wing,92,10.0,16.0,1.0,0.008650956,4.0,17.0,2.0,9.78,15.65,0.98,0.01,3.91,16.63,1.96
Manuel Pablo García Díaz,Right Back,779,251.0,318.0,3.0,0.28531819,20.0,173.0,1.0,29.0,36.74,0.35,0.03,2.31,19.99,0.12
Manuel Pérez Rodrigo,Right Defensive Midfield,92,13.0,23.0,0.0,0.0,10.0,4.0,0.0,12.72,22.5,0.0,0.0,9.78,3.91,0.0
Manuel Reina Rodríguez,Goalkeeper,187,38.0,61.0,0.0,0.0,8.0,2.0,0.0,18.29,29.36,0.0,0.0,3.85,0.96,0.0
Manuel Rolando Iturra Urrutia,Right Defensive Midfield,842,204.0,256.0,1.0,0.00897418,27.0,177.0,4.0,21.81,27.36,0.11,0.0,2.89,18.92,0.43
Manuel Sánchez De La Peña,Left Back,92,39.0,43.0,0.0,0.0,1.0,27.0,0.0,38.15,42.07,0.0,0.0,0.98,26.41,0.0
Manuel Torres Caturla,Left Back,135,35.0,47.0,0.0,0.0,4.0,26.0,1.0,23.33,31.33,0.0,0.0,2.67,17.33,0.67
Manuel Trigueros Muñoz,Right Defensive Midfield,3548,1274.0,1601.0,36.0,1.6561634664,169.0,642.0,19.0,32.32,40.61,0.91,0.04,4.29,16.29,0.48
Manuel del Moral Fernández,Left Wing,999,141.0,214.0,21.0,2.4370514059999997,24.0,152.0,8.0,12.7,19.28,1.89,0.22,2.16,13.69,0.72
Marc Bartra Aregall,Right Center Back,4822,2045.0,2283.0,24.0,3.2873917222,171.0,418.0,13.0,38.17,42.61,0.45,0.06,3.19,7.8,0.24
Marc Bertrán Vilanova,Right Back,457,71.0,122.0,1.0,0.018353922,8.0,41.0,5.0,13.98,24.03,0.2,0.0,1.58,8.07,0.98
Marc Cardona Rovira,Center Forward,184,7.0,8.0,0.0,0.0,0.0,8.0,0.0,3.42,3.91,0.0,0.0,0.0,3.91,0.0
Marc Cucurella Saseta,Left Midfield,385,92.0,130.0,5.0,0.471032992,23.0,137.0,0.0,21.51,30.39,1.17,0.11,5.38,32.03,0.0
Marc Fernández Gràcia,Right Back,92,2.0,5.0,0.0,0.0,1.0,7.0,0.0,1.96,4.89,0.0,0.0,0.98,6.85,0.0
Marc Muniesa Martínez,Left Wing Back,182,45.0,51.0,1.0,0.010763071,2.0,32.0,1.0,22.25,25.22,0.49,0.01,0.99,15.82,0.49
Marc Navarro Ceciliano,Right Back,167,33.0,47.0,0.0,0.0,6.0,16.0,1.0,17.78,25.33,0.0,0.0,3.23,8.62,0.54
Marc Roca Junqué,Left Center Midfield,458,162.0,196.0,3.0,0.083232552,17.0,113.0,3.0,31.83,38.52,0.59,0.02,3.34,22.21,0.59
Marc Torrejón Moya,Right Center Back,632,142.0,171.0,3.0,0.42489999,16.0,42.0,1.0,20.22,24.35,0.43,0.06,2.28,5.98,0.14
Marc Valiente Hernández,Left Center Back,196,44.0,54.0,0.0,0.0,9.0,48.0,0.0,20.2,24.8,0.0,0.0,4.13,22.04,0.0
Marc-André ter Stegen,Goalkeeper,15078,5052.0,5911.0,1.0,0.057932165,644.0,12.0,4.0,30.16,35.28,0.01,0.0,3.84,0.07,0.02
Marcelo Alfonso Díaz Rojas,Left Defensive Midfield,1335,679.0,761.0,12.0,0.396962823,74.0,192.0,4.0,45.78,51.3,0.81,0.03,4.99,12.94,0.27
Marcelo Andrés Silva Fernández,Right Center Back,91,8.0,13.0,0.0,0.0,3.0,10.0,0.0,7.91,12.86,0.0,0.0,2.97,9.89,0.0
Marcelo Vieira da Silva Júnior,Left Back,4224,2302.0,2858.0,34.0,1.9460264525,237.0,537.0,103.0,49.05,60.89,0.72,0.04,5.05,11.44,2.19
Marco Andreolli,Right Center Back,556,173.0,206.0,3.0,0.33423035,17.0,41.0,0.0,28.0,33.35,0.49,0.05,2.75,6.64,0.0
Marco Asensio Willemsen,Center Attacking Midfield,3563,1044.0,1440.0,65.0,6.391937359,208.0,627.0,62.0,26.37,36.37,1.64,0.16,5.25,15.84,1.57
Marco Aurélio Brito Dos Prazeres,Right Center Midfield,184,49.0,63.0,0.0,0.0,13.0,24.0,3.0,23.97,30.82,0.0,0.0,6.36,11.74,1.47
Marco Gastón Ruben Rodríguez,Left Center Forward,486,51.0,70.0,9.0,0.5243961229999999,14.0,90.0,0.0,9.44,12.96,1.67,0.1,2.59,16.67,0.0
Marco Natanel Torsiglieri,Left Center Back,91,8.0,10.0,0.0,0.0,2.0,5.0,0.0,7.91,9.89,0.0,0.0,1.98,4.95,0.0
Marco Sangalli Fuentes,Left Wing,91,18.0,24.0,0.0,0.0,10.0,31.0,0.0,17.8,23.74,0.0,0.0,9.89,30.66,0.0
Marco Storari,Goalkeeper,91,22.0,29.0,0.0,0.0,9.0,1.0,0.0,21.76,28.68,0.0,0.0,8.9,0.99,0.0
Marcos Alberto Angeleri,Right Center Back,1311,321.0,420.0,4.0,0.34984492,48.0,147.0,0.0,22.04,28.83,0.27,0.02,3.3,10.09,0.0
Marcos André de Sousa Mendonça,Left Center Forward,137,4.0,6.0,2.0,0.07379917,1.0,12.0,0.0,2.63,3.94,1.31,0.05,0.66,7.88,0.0
Marcos Antonio Senna da Silva,Left Center Midfield,721,251.0,318.0,7.0,1.7528581109999999,43.0,186.0,10.0,31.33,39.69,0.87,0.22,5.37,23.22,1.25
Marcos García Barreno,Left Wing,255,35.0,52.0,1.0,0.10450675,8.0,57.0,2.0,12.35,18.35,0.35,0.04,2.82,20.12,0.71
Marcos Gullón Ferrera,Left Defensive Midfield,91,22.0,31.0,1.0,0.073915035,2.0,32.0,2.0,21.76,30.66,0.99,0.07,1.98,31.65,1.98
Marcos Javier Acuña,Left Back,94,45.0,51.0,0.0,0.0,2.0,21.0,0.0,43.09,48.83,0.0,0.0,1.91,20.11,0.0
Marcos Llorente Moreno,Right Defensive Midfield,596,148.0,173.0,6.0,0.469342227,25.0,118.0,9.0,22.35,26.12,0.91,0.07,3.78,17.82,1.36
Marcos Mauro López Gutiérrez,Left Center Back,122,11.0,15.0,0.0,0.0,1.0,7.0,0.0,8.11,11.07,0.0,0.0,0.74,5.16,0.0
Marcos Sebastián Aguirre,Right Wing,146,20.0,38.0,1.0,0.061520822,9.0,19.0,0.0,12.33,23.42,0.62,0.04,5.55,11.71,0.0
Marcos Tébar Ramiro,Left Center Midfield,184,34.0,39.0,0.0,0.0,5.0,41.0,0.0,16.63,19.08,0.0,0.0,2.45,20.05,0.0
Marcos dos Santos Assunção,Center Attacking Midfield,90,18.0,22.0,0.0,0.0,1.0,6.0,0.0,18.0,22.0,0.0,0.0,1.0,6.0,0.0
Mariano Andrés Pernía,Left Back,364,138.0,176.0,3.0,0.030701607,18.0,50.0,4.0,34.12,43.52,0.74,0.01,4.45,12.36,0.99
Mariano Damián Barbosa,Goalkeeper,172,33.0,43.0,0.0,0.0,9.0,0.0,1.0,17.27,22.5,0.0,0.0,4.71,0.0,0.52
Mariano Díaz Mejía,Center Forward,277,2.0,7.0,1.0,0.037951175,1.0,22.0,1.0,0.65,2.27,0.32,0.01,0.32,7.15,0.32
Mariano Ferreira Filho,Right Back,2277,701.0,992.0,11.0,0.4688077545,91.0,230.0,21.0,27.71,39.21,0.43,0.02,3.6,9.09,0.83
Mario Bermejo Castanedo,Center Forward,426,56.0,83.0,7.0,1.079903016,17.0,52.0,3.0,11.83,17.54,1.48,0.23,3.59,10.99,0.63
Mario Fernández Cuesta,Goalkeeper,92,19.0,31.0,0.0,0.0,10.0,0.0,0.0,18.59,30.33,0.0,0.0,9.78,0.0,0.0
Mario Gaspar Pérez Martínez,Right Back,4162,1631.0,2170.0,42.0,2.0024674141,171.0,514.0,17.0,35.27,46.92,0.91,0.04,3.7,11.11,0.37
Mario Gutiérrez Cotelo,Right Midfield,278,91.0,125.0,3.0,0.0206671403,18.0,56.0,5.0,29.46,40.47,0.97,0.01,5.83,18.13,1.62
Mario Hermoso Canseco,Left Center Back,463,167.0,209.0,1.0,0.21558693,11.0,53.0,3.0,32.46,40.63,0.19,0.04,2.14,10.3,0.58
Mario Mandžukić,Center Forward,177,16.0,26.0,1.0,0.7835,3.0,33.0,0.0,8.14,13.22,0.51,0.4,1.53,16.78,0.0
Mario Pašalić,Right Center Midfield,173,43.0,56.0,2.0,0.096971381,9.0,69.0,1.0,22.37,29.13,1.04,0.05,4.68,35.9,0.52
Mario Sebastián Viera Galain,Goalkeeper,265,35.0,74.0,0.0,0.0,21.0,3.0,1.0,11.89,25.13,0.0,0.0,7.13,1.02,0.34
Mario Suárez Mata,Left Defensive Midfield,409,93.0,131.0,4.0,0.112156642,21.0,112.0,4.0,20.46,28.83,0.88,0.02,4.62,24.65,0.88
Marius Stankevičius,Right Back,273,64.0,104.0,1.0,0.0071930317,10.0,56.0,2.0,21.1,34.29,0.33,0.0,3.3,18.46,0.66
Mark Dennis González Hoffmann,Left Wing,356,64.0,98.0,7.0,0.49571685909999996,11.0,54.0,3.0,16.18,24.78,1.77,0.13,2.78,13.65,0.76
Mark van Bommel,Right Center Midfield,820,231.0,303.0,17.0,0.7115519014,29.0,91.0,6.0,25.35,33.26,1.87,0.08,3.18,9.99,0.66
Markel Bergara Larrañaga,Right Defensive Midfield,2531,647.0,836.0,17.0,1.34350944,110.0,536.0,11.0,23.01,29.73,0.6,0.05,3.91,19.06,0.39
Markel Susaeta Laskurain,Right Wing,3684,897.0,1274.0,46.0,4.3523897479,211.0,855.0,60.0,21.91,31.12,1.12,0.11,5.15,20.89,1.47
Marko Babić,Left Back,93,27.0,35.0,0.0,0.0,6.0,12.0,1.0,26.13,33.87,0.0,0.0,5.81,11.61,0.97
Marko Dmitrović,Goalkeeper,450,70.0,145.0,0.0,0.0,20.0,1.0,0.0,14.0,29.0,0.0,0.0,4.0,0.2,0.0
Marko Livaja,Right Midfield,90,2.0,2.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0
Marko Marin,Center Attacking Midfield,94,6.0,9.0,1.0,0.05893055,2.0,7.0,1.0,5.74,8.62,0.96,0.06,1.91,6.7,0.96
Marlon Santos da Silva Barbosa,Right Center Back,179,168.0,176.0,0.0,0.0,6.0,12.0,1.0,84.47,88.49,0.0,0.0,3.02,6.03,0.5
Marlos Moreno Durán,Center Defensive Midfield,92,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.98,0.98,0.0,0.0,0.0,3.91,0.0
Martin Braithwaite Christensen,Left Wing,3365,307.0,390.0,38.0,7.774679741,50.0,193.0,16.0,8.21,10.43,1.02,0.21,1.34,5.16,0.43
Martin Petrov,Left Midfield,146,28.0,45.0,4.0,0.060981394,8.0,12.0,3.0,17.26,27.74,2.47,0.04,4.93,7.4,1.85
Martin Valjent,Right Center Back,186,55.0,62.0,0.0,0.0,7.0,24.0,0.0,26.61,30.0,0.0,0.0,3.39,11.61,0.0
Martin Ødegaard,Right Center Midfield,184,99.0,119.0,6.0,0.239903341,13.0,49.0,4.0,48.42,58.21,2.93,0.12,6.36,23.97,1.96
Martí Crespí Pascual,Left Center Back,181,27.0,34.0,1.0,0.019625496,2.0,14.0,0.0,13.43,16.91,0.5,0.01,0.99,6.96,0.0
Martín Aguirregabiria Padilla,Right Back,413,87.0,130.0,0.0,0.0,17.0,27.0,2.0,18.96,28.33,0.0,0.0,3.7,5.88,0.44
Martín Gastón Demichelis,Right Center Back,365,104.0,122.0,1.0,0.09798126,16.0,61.0,1.0,25.64,30.08,0.25,0.02,3.95,15.04,0.25
Martín Mauricio Astudillo,Right Center Back,93,11.0,14.0,2.0,0.044247953,6.0,17.0,1.0,10.65,13.55,1.94,0.04,5.81,16.45,0.97
Martín Maximiliano Mantovani,Right Center Back,94,15.0,16.0,1.0,0.11897752,0.0,9.0,0.0,14.36,15.32,0.96,0.11,0.0,8.62,0.0
Martín Merquelanz Castellanos,Left Wing Back,92,26.0,32.0,1.0,0.030174686,4.0,11.0,0.0,25.43,31.3,0.98,0.03,3.91,10.76,0.0
Martín Montoya Torralbo,Right Back,4588,2314.0,2734.0,8.0,0.507872044,165.0,705.0,50.0,45.39,53.63,0.16,0.01,3.24,13.83,0.98
Martín Zubimendi Ibáñez,Center Defensive Midfield,164,75.0,86.0,1.0,0.06765859,4.0,28.0,2.0,41.16,47.2,0.55,0.04,2.2,15.37,1.1
Masoud Shojaei Soleimani,Left Wing,449,35.0,66.0,3.0,0.175136532,9.0,99.0,10.0,7.02,13.23,0.6,0.04,1.8,19.84,2.0
Mate Bilić,Center Forward,418,33.0,41.0,5.0,0.4710219684,5.0,63.0,0.0,7.11,8.83,1.08,0.1,1.08,13.56,0.0
Mateo Ezequiel García,Left Midfield,90,3.0,4.0,1.0,0.013859653,0.0,11.0,0.0,3.0,4.0,1.0,0.01,0.0,11.0,0.0
Mateo Kovačić,Left Center Midfield,2524,779.0,867.0,11.0,0.778521682,73.0,292.0,17.0,27.78,30.92,0.39,0.03,2.6,10.41,0.61
Mateo Pablo Musacchio,Right Center Back,1905,519.0,654.0,5.0,0.55940576,84.0,216.0,10.0,24.52,30.9,0.24,0.03,3.97,10.2,0.47
Matheus Dória Macedo,Left Center Back,709,113.0,169.0,2.0,0.122967354,16.0,59.0,0.0,14.34,21.45,0.25,0.02,2.03,7.49,0.0
